count,delta,accelx,accely,accelz,pos1x,pos1y,pos1z,pos2x,pos2y,pos2z,gforcex,gforcey,gforcez
187,0.020000,0.000000,-11.714760,0.000000,-5.000000,2.838095,-7.000000,-5.000000,2.876191,-7.000000,0.000000,-1.000000,0.000000
188,0.020000,0.000000,-11.714760,0.000000,-5.000000,2.800000,-7.000000,-5.000000,2.838095,-7.000000,0.000000,-1.000000,0.000000
189,0.020000,0.000000,-11.714760,0.000000,-5.000000,2.761905,-7.000000,-5.000000,2.800000,-7.000000,0.000000,-1.000000,0.000000
190,0.020000,0.000000,-11.714760,0.000000,-5.000000,2.723810,-7.000000,-5.000000,2.761905,-7.000000,0.000000,-1.000000,0.000000
191,0.020000,0.000000,-11.714760,0.000000,-5.000000,2.685714,-7.000000,-5.000000,2.723810,-7.000000,0.000000,-1.000000,0.000000
192,0.020000,0.000000,-11.714760,0.000000,-5.000000,2.647619,-7.000000,-5.000000,2.685714,-7.000000,0.000000,-1.000000,0.000000
193,0.020000,0.000000,-11.714760,0.000000,-5.000000,2.609524,-7.000000,-5.000000,2.647619,-7.000000,0.000000,-1.000000,0.000000
194,0.020000,0.000000,-11.714760,0.000000,-5.000000,2.571429,-7.000000,-5.000000,2.609524,-7.000000,0.000000,-1.000000,0.000000
195,0.020000,0.000000,-11.714760,0.000000,-5.000000,2.533334,-7.000000,-5.000000,2.571429,-7.000000,0.000000,-1.000000,0.000000
196,0.020000,0.000000,-11.714760,0.000000,-5.000000,2.495238,-7.000000,-5.000000,2.533334,-7.000000,0.000000,-1.000000,0.000000
197,0.020000,0.000000,-11.714760,0.000000,-5.000000,2.457143,-7.000000,-5.000000,2.495238,-7.000000,0.000000,-1.000000,0.000000
198,0.020000,0.000000,-11.714740,0.000000,-5.000000,2.419048,-7.000000,-5.000000,2.457143,-7.000000,0.000000,-1.000000,0.000000
199,0.020000,0.000000,-11.714760,0.000000,-5.000000,2.380953,-7.000000,-5.000000,2.419048,-7.000000,0.000000,-1.000000,0.000000
200,0.020000,0.000000,-11.714760,0.000000,-5.000000,2.342857,-7.000000,-5.000000,2.380953,-7.000000,0.000000,-1.000000,0.000000
201,0.020000,0.000000,-11.714760,0.000000,-5.000000,2.304762,-7.000000,-5.000000,2.342857,-7.000000,0.000000,-1.000000,0.000000
202,0.020000,0.000000,-11.714760,0.000000,-5.000000,2.266667,-7.000000,-5.000000,2.304762,-7.000000,0.000000,-1.000000,0.000000
203,0.020000,0.000000,-11.714760,0.000000,-5.000000,2.228572,-7.000000,-5.000000,2.266667,-7.000000,0.000000,-1.000000,0.000000
204,0.020000,0.000000,-11.714760,0.000000,-5.000000,2.190476,-7.000000,-5.000000,2.228572,-7.000000,0.000000,-1.000000,0.000000
205,0.020000,0.000000,-11.714760,0.000000,-5.000000,2.152381,-7.000000,-5.000000,2.190476,-7.000000,0.000000,-1.000000,0.000000
206,0.020000,0.000000,-11.714760,0.000000,-5.000000,2.114286,-7.000000,-5.000000,2.152381,-7.000000,0.000000,-1.000000,0.000000
207,0.020000,0.000000,-11.714760,0.000000,-5.000000,2.076191,-7.000000,-5.000000,2.114286,-7.000000,0.000000,-1.000000,0.000000
208,0.020000,0.000000,-11.714760,0.000000,-5.000000,2.038095,-7.000000,-5.000000,2.076191,-7.000000,0.000000,-1.000000,0.000000
209,0.020000,0.000000,-11.714760,0.000000,-5.000000,2.000000,-7.000000,-5.000000,2.038095,-7.000000,0.000000,-1.000000,0.000000
210,0.020000,0.000000,-9.810013,0.000000,-5.000000,2.000000,-7.000000,-5.000000,2.000000,-7.000000,0.000000,-1.000000,0.000000
211,0.020000,0.000000,-7.905237,0.000000,-5.000000,2.038095,-7.000000,-5.000000,2.000000,-7.000000,0.000000,-1.000000,0.000000
212,0.020000,0.000000,-7.905237,0.000000,-5.000000,2.076190,-7.000000,-5.000000,2.038095,-7.000000,0.000000,-1.000000,0.000000
213,0.020000,0.000000,-7.905237,0.000000,-5.000000,2.114286,-7.000000,-5.000000,2.076190,-7.000000,0.000000,-1.000000,0.000000
214,0.020000,0.000000,-7.905237,0.000000,-5.000000,2.152381,-7.000000,-5.000000,2.114286,-7.000000,0.000000,-1.000000,0.000000
215,0.020000,0.000000,-7.905237,0.000000,-5.000000,2.190476,-7.000000,-5.000000,2.152381,-7.000000,0.000000,-1.000000,0.000000
216,0.020000,0.000000,-7.905237,0.000000,-5.000000,2.228571,-7.000000,-5.000000,2.190476,-7.000000,0.000000,-1.000000,0.000000
217,0.020000,0.000000,-7.905282,0.000000,-5.000000,2.266667,-7.000000,-5.000000,2.228571,-7.000000,0.000000,-1.000000,0.000000
218,0.020000,0.000000,-7.905237,0.000000,-5.000000,2.304762,-7.000000,-5.000000,2.266667,-7.000000,0.000000,-1.000000,0.000000
219,0.020000,0.000000,-7.905237,0.000000,-5.000000,2.342857,-7.000000,-5.000000,2.304762,-7.000000,0.000000,-1.000000,0.000000
220,0.020000,0.000000,-7.905237,0.000000,-5.000000,2.380952,-7.000000,-5.000000,2.342857,-7.000000,0.000000,-1.000000,0.000000
221,0.020000,0.000000,-7.905237,0.000000,-5.000000,2.419048,-7.000000,-5.000000,2.380952,-7.000000,0.000000,-1.000000,0.000000
222,0.020000,0.000000,-7.905237,0.000000,-5.000000,2.457143,-7.000000,-5.000000,2.419048,-7.000000,0.000000,-1.000000,0.000000
223,0.020000,0.000000,-7.905237,0.000000,-5.000000,2.495238,-7.000000,-5.000000,2.457143,-7.000000,0.000000,-1.000000,0.000000
224,0.020000,0.000000,-7.905237,0.000000,-5.000000,2.533333,-7.000000,-5.000000,2.495238,-7.000000,0.000000,-1.000000,0.000000
225,0.020000,0.000000,-7.905237,0.000000,-5.000000,2.571429,-7.000000,-5.000000,2.533333,-7.000000,0.000000,-1.000000,0.000000
226,0.020000,0.000000,-7.905237,0.000000,-5.000000,2.609524,-7.000000,-5.000000,2.571429,-7.000000,0.000000,-1.000000,0.000000
227,0.020000,0.000000,-7.905237,0.000000,-5.000000,2.647619,-7.000000,-5.000000,2.609524,-7.000000,0.000000,-1.000000,0.000000
228,0.020000,0.000000,-7.905237,0.000000,-5.000000,2.685714,-7.000000,-5.000000,2.647619,-7.000000,0.000000,-1.000000,0.000000
229,0.020000,0.000000,-7.905237,0.000000,-5.000000,2.723809,-7.000000,-5.000000,2.685714,-7.000000,0.000000,-1.000000,0.000000
230,0.020000,0.000000,-7.905237,0.000000,-5.000000,2.761905,-7.000000,-5.000000,2.723809,-7.000000,0.000000,-1.000000,0.000000
231,0.020000,0.000000,-7.905237,0.000000,-5.000000,2.800000,-7.000000,-5.000000,2.761905,-7.000000,0.000000,-1.000000,0.000000
232,0.020000,0.000000,-7.905237,0.000000,-5.000000,2.838095,-7.000000,-5.000000,2.800000,-7.000000,0.000000,-1.000000,0.000000
233,0.020000,0.000000,-7.905237,0.000000,-5.000000,2.876190,-7.000000,-5.000000,2.838095,-7.000000,0.000000,-1.000000,0.000000
234,0.020000,0.000000,-7.905237,0.000000,-5.000000,2.914286,-7.000000,-5.000000,2.876190,-7.000000,0.000000,-1.000000,0.000000
235,0.020000,0.000000,-7.905237,0.000000,-5.000000,2.952381,-7.000000,-5.000000,2.914286,-7.000000,0.000000,-1.000000,0.000000
236,0.020000,0.000000,-7.905237,0.000000,-5.000000,2.990476,-7.000000,-5.000000,2.952381,-7.000000,0.000000,-1.000000,0.000000
237,0.020000,0.000000,-7.905225,0.000000,-5.000000,3.028572,-7.000000,-5.000000,2.990476,-7.000000,0.000000,-1.000000,0.000000
238,0.020000,0.000000,-7.905249,0.000000,-5.000000,3.066667,-7.000000,-5.000000,3.028572,-7.000000,0.000000,-1.000000,0.000000
239,0.020000,0.000000,-7.905225,0.000000,-5.000000,3.104762,-7.000000,-5.000000,3.066667,-7.000000,0.000000,-1.000000,0.000000
240,0.020000,0.000000,-7.905249,0.000000,-5.000000,3.142857,-7.000000,-5.000000,3.104762,-7.000000,0.000000,-1.000000,0.000000
241,0.020000,0.000000,-7.905225,0.000000,-5.000000,3.180953,-7.000000,-5.000000,3.142857,-7.000000,0.000000,-1.000000,0.000000
242,0.020000,0.000000,-7.905249,0.000000,-5.000000,3.219048,-7.000000,-5.000000,3.180953,-7.000000,0.000000,-1.000000,0.000000
243,0.020000,0.000000,-7.905271,0.000000,-5.000000,3.257143,-7.000000,-5.000000,3.219048,-7.000000,0.000000,-1.000000,0.000000
244,0.020000,0.000000,-7.905249,0.000000,-5.000000,3.295238,-7.000000,-5.000000,3.257143,-7.000000,0.000000,-1.000000,0.000000
245,0.020000,0.000000,-7.905225,0.000000,-5.000000,3.333333,-7.000000,-5.000000,3.295238,-7.000000,0.000000,-1.000000,0.000000
246,0.020000,0.000000,-7.905249,0.000000,-5.000000,3.371428,-7.000000,-5.000000,3.333333,-7.000000,0.000000,-1.000000,0.000000
247,0.020000,0.000000,-7.905225,0.000000,-5.000000,3.409524,-7.000000,-5.000000,3.371428,-7.000000,0.000000,-1.000000,0.000000
248,0.020000,0.000000,-7.905249,0.000000,-5.000000,3.447619,-7.000000,-5.000000,3.409524,-7.000000,0.000000,-1.000000,0.000000
249,0.020000,0.000000,-7.905225,0.000000,-5.000000,3.485714,-7.000000,-5.000000,3.447619,-7.000000,0.000000,-1.000000,0.000000
250,0.020000,0.000000,-7.905249,0.000000,-5.000000,3.523809,-7.000000,-5.000000,3.485714,-7.000000,0.000000,-1.000000,0.000000
251,0.020000,0.000000,-7.905225,0.000000,-5.000000,3.561905,-7.000000,-5.000000,3.523809,-7.000000,0.000000,-1.000000,0.000000
252,0.020000,0.000000,-7.905249,0.000000,-5.000000,3.600000,-7.000000,-5.000000,3.561905,-7.000000,0.000000,-1.000000,0.000000
253,0.020000,0.000000,-7.905225,0.000000,-5.000000,3.638095,-7.000000,-5.000000,3.600000,-7.000000,0.000000,-1.000000,0.000000
254,0.020000,0.000000,-7.905249,0.000000,-5.000000,3.676190,-7.000000,-5.000000,3.638095,-7.000000,0.000000,-1.000000,0.000000
255,0.020000,0.000000,-7.905225,0.000000,-5.000000,3.714286,-7.000000,-5.000000,3.676190,-7.000000,0.000000,-1.000000,0.000000
256,0.020000,0.000000,-7.905249,0.000000,-5.000000,3.752381,-7.000000,-5.000000,3.714286,-7.000000,0.000000,-1.000000,0.000000
257,0.020000,0.000000,-7.905225,0.000000,-5.000000,3.790476,-7.000000,-5.000000,3.752381,-7.000000,0.000000,-1.000000,0.000000
258,0.020000,0.000000,-7.905249,0.000000,-5.000000,3.828571,-7.000000,-5.000000,3.790476,-7.000000,0.000000,-1.000000,0.000000
259,0.020000,0.000000,-7.905225,0.000000,-5.000000,3.866667,-7.000000,-5.000000,3.828571,-7.000000,0.000000,-1.000000,0.000000
260,0.020000,0.000000,-7.905249,0.000000,-5.000000,3.904762,-7.000000,-5.000000,3.866667,-7.000000,0.000000,-1.000000,0.000000
261,0.020000,0.000000,-7.905225,0.000000,-5.000000,3.942857,-7.000000,-5.000000,3.904762,-7.000000,0.000000,-1.000000,0.000000
262,0.020000,0.000000,-7.905249,0.000000,-5.000000,3.980952,-7.000000,-5.000000,3.942857,-7.000000,0.000000,-1.000000,0.000000
263,0.020000,0.000000,-7.905225,0.000000,-5.000000,4.019048,-7.000000,-5.000000,3.980952,-7.000000,0.000000,-1.000000,0.000000
264,0.020000,0.000000,-7.905225,0.000000,-5.000000,4.057143,-7.000000,-5.000000,4.019048,-7.000000,0.000000,-1.000000,0.000000
265,0.020000,0.000000,-7.905249,0.000000,-5.000000,4.095238,-7.000000,-5.000000,4.057143,-7.000000,0.000000,-1.000000,0.000000
266,0.020000,0.000000,-7.905249,0.000000,-5.000000,4.133333,-7.000000,-5.000000,4.095238,-7.000000,0.000000,-1.000000,0.000000
267,0.020000,0.000000,-7.905225,0.000000,-5.000000,4.171429,-7.000000,-5.000000,4.133333,-7.000000,0.000000,-1.000000,0.000000
268,0.020000,0.000000,-7.905271,0.000000,-5.000000,4.209524,-7.000000,-5.000000,4.171429,-7.000000,0.000000,-1.000000,0.000000
269,0.020000,0.000000,-7.905249,0.000000,-5.000000,4.247619,-7.000000,-5.000000,4.209524,-7.000000,0.000000,-1.000000,0.000000
270,0.020000,0.000000,-7.905249,0.000000,-5.000000,4.285714,-7.000000,-5.000000,4.247619,-7.000000,0.000000,-1.000000,0.000000
271,0.020000,0.000000,-7.905225,0.000000,-5.000000,4.323810,-7.000000,-5.000000,4.285714,-7.000000,0.000000,-1.000000,0.000000
272,0.020000,0.000000,-7.905225,0.000000,-5.000000,4.361905,-7.000000,-5.000000,4.323810,-7.000000,0.000000,-1.000000,0.000000
273,0.020000,0.000000,-7.905249,0.000000,-5.000000,4.400000,-7.000000,-5.000000,4.361905,-7.000000,0.000000,-1.000000,0.000000
274,0.020000,0.000000,-7.905249,0.000000,-5.000000,4.438095,-7.000000,-5.000000,4.400000,-7.000000,0.000000,-1.000000,0.000000
275,0.020000,0.000000,-7.905225,0.000000,-5.000000,4.476191,-7.000000,-5.000000,4.438095,-7.000000,0.000000,-1.000000,0.000000
276,0.020000,0.000000,-7.905225,0.000000,-5.000000,4.514286,-7.000000,-5.000000,4.476191,-7.000000,0.000000,-1.000000,0.000000
277,0.020000,0.000000,-7.905249,0.000000,-5.000000,4.552381,-7.000000,-5.000000,4.514286,-7.000000,0.000000,-1.000000,0.000000
278,0.020000,0.000000,-7.905249,0.000000,-5.000000,4.590476,-7.000000,-5.000000,4.552381,-7.000000,0.000000,-1.000000,0.000000
279,0.020000,0.000000,-7.905225,0.000000,-5.000000,4.628572,-7.000000,-5.000000,4.590476,-7.000000,0.000000,-1.000000,0.000000
280,0.020000,0.000000,-7.905225,0.000000,-5.000000,4.666667,-7.000000,-5.000000,4.628572,-7.000000,0.000000,-1.000000,0.000000
281,0.020000,0.000000,-7.905249,0.000000,-5.000000,4.704762,-7.000000,-5.000000,4.666667,-7.000000,0.000000,-1.000000,0.000000
282,0.020000,0.000000,-7.905249,0.000000,-5.000000,4.742857,-7.000000,-5.000000,4.704762,-7.000000,0.000000,-1.000000,0.000000
283,0.020000,0.000000,-7.905225,0.000000,-5.000000,4.780952,-7.000000,-5.000000,4.742857,-7.000000,0.000000,-1.000000,0.000000
284,0.020000,0.000000,-7.905225,0.000000,-5.000000,4.819048,-7.000000,-5.000000,4.780952,-7.000000,0.000000,-1.000000,0.000000
285,0.020000,0.000000,-7.905249,0.000000,-5.000000,4.857143,-7.000000,-5.000000,4.819048,-7.000000,0.000000,-1.000000,0.000000
286,0.020000,0.000000,-7.905249,0.000000,-5.000000,4.895238,-7.000000,-5.000000,4.857143,-7.000000,0.000000,-1.000000,0.000000
287,0.020000,0.000000,-7.905225,0.000000,-5.000000,4.933333,-7.000000,-5.000000,4.895238,-7.000000,0.000000,-1.000000,0.000000
288,0.020000,0.000000,-7.905225,0.000000,-5.000000,4.971429,-7.000000,-5.000000,4.933333,-7.000000,0.000000,-1.000000,0.000000
289,0.020000,0.000000,-7.905249,0.000000,-5.000000,5.009524,-7.000000,-5.000000,4.971429,-7.000000,0.000000,-1.000000,0.000000
290,0.020000,0.000000,-7.905249,0.000000,-5.000000,5.047619,-7.000000,-5.000000,5.009524,-7.000000,0.000000,-1.000000,0.000000
291,0.020000,0.000000,-7.905225,0.000000,-5.000000,5.085714,-7.000000,-5.000000,5.047619,-7.000000,0.000000,-1.000000,0.000000
292,0.020000,0.000000,-7.905225,0.000000,-5.000000,5.123810,-7.000000,-5.000000,5.085714,-7.000000,0.000000,-1.000000,0.000000
293,0.020000,0.000000,-7.905249,0.000000,-5.000000,5.161905,-7.000000,-5.000000,5.123810,-7.000000,0.000000,-1.000000,0.000000
294,0.020000,0.000000,-7.905294,0.000000,-5.000000,5.200000,-7.000000,-5.000000,5.161905,-7.000000,0.000000,-1.000000,0.000000
295,0.020000,0.000000,-7.905225,0.000000,-5.000000,5.238095,-7.000000,-5.000000,5.200000,-7.000000,0.000000,-1.000000,0.000000
296,0.020000,0.000000,-7.905225,0.000000,-5.000000,5.276191,-7.000000,-5.000000,5.238095,-7.000000,0.000000,-1.000000,0.000000
297,0.020000,0.000000,-7.905249,0.000000,-5.000000,5.314286,-7.000000,-5.000000,5.276191,-7.000000,0.000000,-1.000000,0.000000
298,0.020000,0.000000,-7.905249,0.000000,-5.000000,5.352381,-7.000000,-5.000000,5.314286,-7.000000,0.000000,-1.000000,0.000000
299,0.020000,0.000000,-7.905225,0.000000,-5.000000,5.390476,-7.000000,-5.000000,5.352381,-7.000000,0.000000,-1.000000,0.000000
300,0.020000,0.000000,-7.905225,0.000000,-5.000000,5.428572,-7.000000,-5.000000,5.390476,-7.000000,0.000000,-1.000000,0.000000
301,0.020000,0.000000,-7.905249,0.000000,-5.000000,5.466667,-7.000000,-5.000000,5.428572,-7.000000,0.000000,-1.000000,0.000000
302,0.020000,0.000000,-7.905249,0.000000,-5.000000,5.504762,-7.000000,-5.000000,5.466667,-7.000000,0.000000,-1.000000,0.000000
303,0.020000,0.000000,-7.905225,0.000000,-5.000000,5.542857,-7.000000,-5.000000,5.504762,-7.000000,0.000000,-1.000000,0.000000
304,0.020000,0.000000,-7.905225,0.000000,-5.000000,5.580953,-7.000000,-5.000000,5.542857,-7.000000,0.000000,-1.000000,0.000000
305,0.020000,0.000000,-7.905249,0.000000,-5.000000,5.619048,-7.000000,-5.000000,5.580953,-7.000000,0.000000,-1.000000,0.000000
306,0.020000,0.000000,-7.905249,0.000000,-5.000000,5.657143,-7.000000,-5.000000,5.619048,-7.000000,0.000000,-1.000000,0.000000
307,0.020000,0.000000,-7.905225,0.000000,-5.000000,5.695238,-7.000000,-5.000000,5.657143,-7.000000,0.000000,-1.000000,0.000000
308,0.020000,0.000000,-7.905225,0.000000,-5.000000,5.733334,-7.000000,-5.000000,5.695238,-7.000000,0.000000,-1.000000,0.000000
309,0.020000,0.000000,-7.905249,0.000000,-5.000000,5.771429,-7.000000,-5.000000,5.733334,-7.000000,0.000000,-1.000000,0.000000
310,0.020000,0.000000,-7.905249,0.000000,-5.000000,5.809524,-7.000000,-5.000000,5.771429,-7.000000,0.000000,-1.000000,0.000000
311,0.020000,0.000000,-7.905225,0.000000,-5.000000,5.847619,-7.000000,-5.000000,5.809524,-7.000000,0.000000,-1.000000,0.000000
312,0.020000,0.000000,-7.905225,0.000000,-5.000000,5.885715,-7.000000,-5.000000,5.847619,-7.000000,0.000000,-1.000000,0.000000
313,0.020000,0.000000,-7.905249,0.000000,-5.000000,5.923810,-7.000000,-5.000000,5.885715,-7.000000,0.000000,-1.000000,0.000000
314,0.020000,0.000000,-7.905249,0.000000,-5.000000,5.961905,-7.000000,-5.000000,5.923810,-7.000000,0.000000,-1.000000,0.000000
