count,delta,accelx,accely,accelz,pos1x,pos1y,pos1z,pos2x,pos2y,pos2z,gforcex,gforcey,gforcez
45,0.020000,-2.000000,-9.810000,0.000000,0.160001,4.000000,-7.000000,0.200001,4.000000,-7.000000,0.000000,-1.000000,0.000000
46,0.020000,-1.999994,-9.810000,0.000000,0.120001,4.000000,-7.000000,0.160001,4.000000,-7.000000,0.000000,-1.000000,0.000000
47,0.020000,-2.000000,-9.810000,0.000000,0.080001,4.000000,-7.000000,0.120001,4.000000,-7.000000,0.000000,-1.000000,0.000000
48,0.020000,-2.000000,-9.810000,0.000000,0.040001,4.000000,-7.000000,0.080001,4.000000,-7.000000,0.000000,-1.000000,0.000000
49,0.020000,-1.999994,-9.810000,0.000000,0.000001,4.000000,-7.000000,0.040001,4.000000,-7.000000,0.000000,-1.000000,0.000000
50,0.020000,-2.000006,-9.810000,0.000000,-0.039999,4.000000,-7.000000,0.000001,4.000000,-7.000000,0.000000,-1.000000,0.000000
51,0.020000,-2.000000,-9.810000,0.000000,-0.079999,4.000000,-7.000000,-0.039999,4.000000,-7.000000,0.000000,-1.000000,0.000000
52,0.020000,-2.000000,-9.810000,0.000000,-0.119999,4.000000,-7.000000,-0.079999,4.000000,-7.000000,0.000000,-1.000000,0.000000
53,0.020000,-2.000000,-9.810000,0.000000,-0.159999,4.000000,-7.000000,-0.119999,4.000000,-7.000000,0.000000,-1.000000,0.000000
54,0.020000,-1.999988,-9.810000,0.000000,-0.199999,4.000000,-7.000000,-0.159999,4.000000,-7.000000,0.000000,-1.000000,0.000000
55,0.020000,-2.000000,-9.810000,0.000000,-0.239999,4.000000,-7.000000,-0.199999,4.000000,-7.000000,0.000000,-1.000000,0.000000
56,0.020000,-2.000000,-9.810000,0.000000,-0.279999,4.000000,-7.000000,-0.239999,4.000000,-7.000000,0.000000,-1.000000,0.000000
57,0.020000,-2.000000,-9.810000,0.000000,-0.319999,4.000000,-7.000000,-0.279999,4.000000,-7.000000,0.000000,-1.000000,0.000000
58,0.020000,-2.000000,-9.810000,0.000000,-0.359999,4.000000,-7.000000,-0.319999,4.000000,-7.000000,0.000000,-1.000000,0.000000
59,0.020000,-2.000000,-9.810000,0.000000,-0.399999,4.000000,-7.000000,-0.359999,4.000000,-7.000000,0.000000,-1.000000,0.000000
60,0.020000,-1.999988,-9.810000,0.000000,-0.439999,4.000000,-7.000000,-0.399999,4.000000,-7.000000,0.000000,-1.000000,0.000000
61,0.020000,-2.000000,-9.810000,0.000000,-0.479999,4.000000,-7.000000,-0.439999,4.000000,-7.000000,0.000000,-1.000000,0.000000
62,0.020000,-2.000000,-9.810000,0.000000,-0.519999,4.000000,-7.000000,-0.479999,4.000000,-7.000000,0.000000,-1.000000,0.000000
63,0.020000,-2.000000,-9.810000,0.000000,-0.559999,4.000000,-7.000000,-0.519999,4.000000,-7.000000,0.000000,-1.000000,0.000000
64,0.020000,-2.000000,-9.810000,0.000000,-0.599999,4.000000,-7.000000,-0.559999,4.000000,-7.000000,0.000000,-1.000000,0.000000
65,0.020000,-2.000000,-9.810000,0.000000,-0.639999,4.000000,-7.000000,-0.599999,4.000000,-7.000000,0.000000,-1.000000,0.000000
66,0.020000,-2.000000,-9.810000,0.000000,-0.679999,4.000000,-7.000000,-0.639999,4.000000,-7.000000,0.000000,-1.000000,0.000000
67,0.020000,-1.999988,-9.810000,0.000000,-0.719999,4.000000,-7.000000,-0.679999,4.000000,-7.000000,0.000000,-1.000000,0.000000
68,0.020000,-2.000000,-9.810000,0.000000,-0.759999,4.000000,-7.000000,-0.719999,4.000000,-7.000000,0.000000,-1.000000,0.000000
69,0.020000,-2.000000,-9.810000,0.000000,-0.799999,4.000000,-7.000000,-0.759999,4.000000,-7.000000,0.000000,-1.000000,0.000000
70,0.020000,-2.000000,-9.810000,0.000000,-0.839999,4.000000,-7.000000,-0.799999,4.000000,-7.000000,0.000000,-1.000000,0.000000
71,0.020000,-2.000000,-9.810000,0.000000,-0.879998,4.000000,-7.000000,-0.839999,4.000000,-7.000000,0.000000,-1.000000,0.000000
72,0.020000,-2.000000,-9.810000,0.000000,-0.919998,4.000000,-7.000000,-0.879998,4.000000,-7.000000,0.000000,-1.000000,0.000000
73,0.020000,-1.999988,-9.810000,0.000000,-0.959998,4.000000,-7.000000,-0.919998,4.000000,-7.000000,0.000000,-1.000000,0.000000
74,0.020000,-2.000000,-9.810000,0.000000,-0.999998,4.000000,-7.000000,-0.959998,4.000000,-7.000000,0.000000,-1.000000,0.000000
75,0.020000,-2.000000,-9.810000,0.000000,-1.039998,4.000000,-7.000000,-0.999998,4.000000,-7.000000,0.000000,-1.000000,0.000000
76,0.020000,-2.000000,-9.810000,0.000000,-1.079998,4.000000,-7.000000,-1.039998,4.000000,-7.000000,0.000000,-1.000000,0.000000
77,0.020000,-2.000000,-9.810000,0.000000,-1.119998,4.000000,-7.000000,-1.079998,4.000000,-7.000000,0.000000,-1.000000,0.000000
78,0.020000,-2.000000,-9.810000,0.000000,-1.159998,4.000000,-7.000000,-1.119998,4.000000,-7.000000,0.000000,-1.000000,0.000000
79,0.020000,-2.000000,-9.810000,0.000000,-1.199998,4.000000,-7.000000,-1.159998,4.000000,-7.000000,0.000000,-1.000000,0.000000
80,0.020000,-1.999988,-9.810000,0.000000,-1.239998,4.000000,-7.000000,-1.199998,4.000000,-7.000000,0.000000,-1.000000,0.000000
81,0.020000,-2.000000,-9.810000,0.000000,-1.279998,4.000000,-7.000000,-1.239998,4.000000,-7.000000,0.000000,-1.000000,0.000000
82,0.020000,-2.000000,-9.810000,0.000000,-1.319998,4.000000,-7.000000,-1.279998,4.000000,-7.000000,0.000000,-1.000000,0.000000
83,0.020000,-2.000000,-9.810000,0.000000,-1.359998,4.000000,-7.000000,-1.319998,4.000000,-7.000000,0.000000,-1.000000,0.000000
84,0.020000,-2.000000,-9.810000,0.000000,-1.399998,4.000000,-7.000000,-1.359998,4.000000,-7.000000,0.000000,-1.000000,0.000000
85,0.020000,-2.000000,-9.810000,0.000000,-1.439998,4.000000,-7.000000,-1.399998,4.000000,-7.000000,0.000000,-1.000000,0.000000
86,0.020000,-1.999988,-9.810000,0.000000,-1.479998,4.000000,-7.000000,-1.439998,4.000000,-7.000000,0.000000,-1.000000,0.000000
87,0.020000,-2.000000,-9.810000,0.000000,-1.519998,4.000000,-7.000000,-1.479998,4.000000,-7.000000,0.000000,-1.000000,0.000000
88,0.020000,-2.000000,-9.810000,0.000000,-1.559998,4.000000,-7.000000,-1.519998,4.000000,-7.000000,0.000000,-1.000000,0.000000
89,0.020000,-2.000000,-9.810000,0.000000,-1.599998,4.000000,-7.000000,-1.559998,4.000000,-7.000000,0.000000,-1.000000,0.000000
90,0.020000,-2.000000,-9.810000,0.000000,-1.639998,4.000000,-7.000000,-1.599998,4.000000,-7.000000,0.000000,-1.000000,0.000000
91,0.020000,-2.000000,-9.810000,0.000000,-1.679998,4.000000,-7.000000,-1.639998,4.000000,-7.000000,0.000000,-1.000000,0.000000
92,0.020000,-1.999988,-9.810000,0.000000,-1.719998,4.000000,-7.000000,-1.679998,4.000000,-7.000000,0.000000,-1.000000,0.000000
93,0.020000,-2.000000,-9.810000,0.000000,-1.759998,4.000000,-7.000000,-1.719998,4.000000,-7.000000,0.000000,-1.000000,0.000000
94,0.020000,-2.000000,-9.810000,0.000000,-1.799998,4.000000,-7.000000,-1.759998,4.000000,-7.000000,0.000000,-1.000000,0.000000
95,0.020000,-2.000000,-9.810000,0.000000,-1.839998,4.000000,-7.000000,-1.799998,4.000000,-7.000000,0.000000,-1.000000,0.000000
96,0.020000,-2.000000,-9.810000,0.000000,-1.879997,4.000000,-7.000000,-1.839998,4.000000,-7.000000,0.000000,-1.000000,0.000000
97,0.020000,-2.000000,-9.810000,0.000000,-1.919997,4.000000,-7.000000,-1.879997,4.000000,-7.000000,0.000000,-1.000000,0.000000
98,0.020000,-2.000000,-9.810000,0.000000,-1.959997,4.000000,-7.000000,-1.919997,4.000000,-7.000000,0.000000,-1.000000,0.000000
99,0.020000,-1.999988,-9.810000,0.000000,-1.999997,4.000000,-7.000000,-1.959997,4.000000,-7.000000,0.000000,-1.000000,0.000000
100,0.020000,2.000000,-9.810000,0.000000,-1.959997,4.000000,-7.000000,-1.999997,4.000000,-7.000000,0.000000,-1.000000,0.000000
101,0.020000,2.000000,-9.810000,0.000000,-1.919997,4.000000,-7.000000,-1.959997,4.000000,-7.000000,0.000000,-1.000000,0.000000
102,0.020000,2.000000,-9.810000,0.000000,-1.879997,4.000000,-7.000000,-1.919997,4.000000,-7.000000,0.000000,-1.000000,0.000000
103,0.020000,2.000000,-9.810000,0.000000,-1.839998,4.000000,-7.000000,-1.879997,4.000000,-7.000000,0.000000,-1.000000,0.000000
104,0.020000,2.000000,-9.810000,0.000000,-1.799998,4.000000,-7.000000,-1.839998,4.000000,-7.000000,0.000000,-1.000000,0.000000
105,0.020000,2.000000,-9.810000,0.000000,-1.759998,4.000000,-7.000000,-1.799998,4.000000,-7.000000,0.000000,-1.000000,0.000000
106,0.020000,2.000000,-9.810000,0.000000,-1.719998,4.000000,-7.000000,-1.759998,4.000000,-7.000000,0.000000,-1.000000,0.000000
107,0.020000,2.000000,-9.810000,0.000000,-1.679998,4.000000,-7.000000,-1.719998,4.000000,-7.000000,0.000000,-1.000000,0.000000
108,0.020000,1.999976,-9.810000,0.000000,-1.639998,4.000000,-7.000000,-1.679998,4.000000,-7.000000,0.000000,-1.000000,0.000000
109,0.020000,2.000000,-9.810000,0.000000,-1.599998,4.000000,-7.000000,-1.639998,4.000000,-7.000000,0.000000,-1.000000,0.000000
110,0.020000,2.000000,-9.810000,0.000000,-1.559998,4.000000,-7.000000,-1.599998,4.000000,-7.000000,0.000000,-1.000000,0.000000
111,0.020000,2.000000,-9.810000,0.000000,-1.519998,4.000000,-7.000000,-1.559998,4.000000,-7.000000,0.000000,-1.000000,0.000000
112,0.020000,2.000000,-9.810000,0.000000,-1.479998,4.000000,-7.000000,-1.519998,4.000000,-7.000000,0.000000,-1.000000,0.000000
113,0.020000,2.000000,-9.810000,0.000000,-1.439998,4.000000,-7.000000,-1.479998,4.000000,-7.000000,0.000000,-1.000000,0.000000
114,0.020000,2.000000,-9.810000,0.000000,-1.399998,4.000000,-7.000000,-1.439998,4.000000,-7.000000,0.000000,-1.000000,0.000000
115,0.020000,2.000000,-9.810000,0.000000,-1.359998,4.000000,-7.000000,-1.399998,4.000000,-7.000000,0.000000,-1.000000,0.000000
116,0.020000,2.000000,-9.810000,0.000000,-1.319998,4.000000,-7.000000,-1.359998,4.000000,-7.000000,0.000000,-1.000000,0.000000
117,0.020000,2.000000,-9.810000,0.000000,-1.279998,4.000000,-7.000000,-1.319998,4.000000,-7.000000,0.000000,-1.000000,0.000000
118,0.020000,2.000000,-9.810000,0.000000,-1.239998,4.000000,-7.000000,-1.279998,4.000000,-7.000000,0.000000,-1.000000,0.000000
119,0.020000,2.000000,-9.810000,0.000000,-1.199998,4.000000,-7.000000,-1.239998,4.000000,-7.000000,0.000000,-1.000000,0.000000
120,0.020000,2.000000,-9.810000,0.000000,-1.159998,4.000000,-7.000000,-1.199998,4.000000,-7.000000,0.000000,-1.000000,0.000000
121,0.020000,1.999976,-9.810000,0.000000,-1.119998,4.000000,-7.000000,-1.159998,4.000000,-7.000000,0.000000,-1.000000,0.000000
122,0.020000,2.000000,-9.810000,0.000000,-1.079998,4.000000,-7.000000,-1.119998,4.000000,-7.000000,0.000000,-1.000000,0.000000
123,0.020000,2.000000,-9.810000,0.000000,-1.039998,4.000000,-7.000000,-1.079998,4.000000,-7.000000,0.000000,-1.000000,0.000000
124,0.020000,2.000000,-9.810000,0.000000,-0.999998,4.000000,-7.000000,-1.039998,4.000000,-7.000000,0.000000,-1.000000,0.000000
125,0.020000,2.000000,-9.810000,0.000000,-0.959998,4.000000,-7.000000,-0.999998,4.000000,-7.000000,0.000000,-1.000000,0.000000
126,0.020000,2.000000,-9.810000,0.000000,-0.919998,4.000000,-7.000000,-0.959998,4.000000,-7.000000,0.000000,-1.000000,0.000000
127,0.020000,2.000000,-9.810000,0.000000,-0.879998,4.000000,-7.000000,-0.919998,4.000000,-7.000000,0.000000,-1.000000,0.000000
128,0.020000,2.000000,-9.810000,0.000000,-0.839999,4.000000,-7.000000,-0.879998,4.000000,-7.000000,0.000000,-1.000000,0.000000
129,0.020000,2.000000,-9.810000,0.000000,-0.799999,4.000000,-7.000000,-0.839999,4.000000,-7.000000,0.000000,-1.000000,0.000000
130,0.020000,2.000000,-9.810000,0.000000,-0.759999,4.000000,-7.000000,-0.799999,4.000000,-7.000000,0.000000,-1.000000,0.000000
131,0.020000,2.000000,-9.810000,0.000000,-0.719999,4.000000,-7.000000,-0.759999,4.000000,-7.000000,0.000000,-1.000000,0.000000
132,0.020000,2.000000,-9.810000,0.000000,-0.679999,4.000000,-7.000000,-0.719999,4.000000,-7.000000,0.000000,-1.000000,0.000000
133,0.020000,2.000000,-9.810000,0.000000,-0.639999,4.000000,-7.000000,-0.679999,4.000000,-7.000000,0.000000,-1.000000,0.000000
134,0.020000,1.999976,-9.810000,0.000000,-0.599999,4.000000,-7.000000,-0.639999,4.000000,-7.000000,0.000000,-1.000000,0.000000
135,0.020000,2.000000,-9.810000,0.000000,-0.559999,4.000000,-7.000000,-0.599999,4.000000,-7.000000,0.000000,-1.000000,0.000000
136,0.020000,2.000000,-9.810000,0.000000,-0.519999,4.000000,-7.000000,-0.559999,4.000000,-7.000000,0.000000,-1.000000,0.000000
137,0.020000,2.000000,-9.810000,0.000000,-0.479999,4.000000,-7.000000,-0.519999,4.000000,-7.000000,0.000000,-1.000000,0.000000
138,0.020000,2.000000,-9.810000,0.000000,-0.439999,4.000000,-7.000000,-0.479999,4.000000,-7.000000,0.000000,-1.000000,0.000000
139,0.020000,2.000000,-9.810000,0.000000,-0.399999,4.000000,-7.000000,-0.439999,4.000000,-7.000000,0.000000,-1.000000,0.000000
140,0.020000,2.000000,-9.810000,0.000000,-0.359999,4.000000,-7.000000,-0.399999,4.000000,-7.000000,0.000000,-1.000000,0.000000
141,0.020000,2.000000,-9.810000,0.000000,-0.319999,4.000000,-7.000000,-0.359999,4.000000,-7.000000,0.000000,-1.000000,0.000000
142,0.020000,2.000000,-9.810000,0.000000,-0.279999,4.000000,-7.000000,-0.319999,4.000000,-7.000000,0.000000,-1.000000,0.000000
143,0.020000,2.000000,-9.810000,0.000000,-0.239999,4.000000,-7.000000,-0.279999,4.000000,-7.000000,0.000000,-1.000000,0.000000
144,0.020000,2.000000,-9.810000,0.000000,-0.199999,4.000000,-7.000000,-0.239999,4.000000,-7.000000,0.000000,-1.000000,0.000000
145,0.020000,2.000000,-9.810000,0.000000,-0.159999,4.000000,-7.000000,-0.199999,4.000000,-7.000000,0.000000,-1.000000,0.000000
146,0.020000,2.000000,-9.810000,0.000000,-0.119999,4.000000,-7.000000,-0.159999,4.000000,-7.000000,0.000000,-1.000000,0.000000
147,0.020000,1.999976,-9.810000,0.000000,-0.079999,4.000000,-7.000000,-0.119999,4.000000,-7.000000,0.000000,-1.000000,0.000000
148,0.020000,2.000000,-9.810000,0.000000,-0.039999,4.000000,-7.000000,-0.079999,4.000000,-7.000000,0.000000,-1.000000,0.000000
149,0.020000,2.000000,-9.810000,0.000000,0.000001,4.000000,-7.000000,-0.039999,4.000000,-7.000000,0.000000,-1.000000,0.000000
150,0.020000,2.000000,-9.810000,0.000000,0.040001,4.000000,-7.000000,0.000001,4.000000,-7.000000,0.000000,-1.000000,0.000000
151,0.020000,2.000000,-9.810000,0.000000,0.080001,4.000000,-7.000000,0.040001,4.000000,-7.000000,0.000000,-1.000000,0.000000
152,0.020000,2.000000,-9.810000,0.000000,0.120001,4.000000,-7.000000,0.080001,4.000000,-7.000000,0.000000,-1.000000,0.000000
153,0.020000,2.000000,-9.810000,0.000000,0.160001,4.000000,-7.000000,0.120001,4.000000,-7.000000,0.000000,-1.000000,0.000000
154,0.020000,2.000000,-9.810000,0.000000,0.200001,4.000000,-7.000000,0.160001,4.000000,-7.000000,0.000000,-1.000000,0.000000
155,0.020000,2.000000,-9.810000,0.000000,0.240001,4.000000,-7.000000,0.200001,4.000000,-7.000000,0.000000,-1.000000,0.000000
156,0.020000,2.000000,-9.810000,0.000000,0.280000,4.000000,-7.000000,0.240001,4.000000,-7.000000,0.000000,-1.000000,0.000000
157,0.020000,2.000000,-9.810000,0.000000,0.320000,4.000000,-7.000000,0.280000,4.000000,-7.000000,0.000000,-1.000000,0.000000
158,0.020000,2.000000,-9.810000,0.000000,0.360000,4.000000,-7.000000,0.320000,4.000000,-7.000000,0.000000,-1.000000,0.000000
159,0.020000,2.000000,-9.810000,0.000000,0.400000,4.000000,-7.000000,0.360000,4.000000,-7.000000,0.000000,-1.000000,0.000000
160,0.020000,1.999976,-9.810000,0.000000,0.440000,4.000000,-7.000000,0.400000,4.000000,-7.000000,0.000000,-1.000000,0.000000
161,0.020000,2.000000,-9.810000,0.000000,0.480000,4.000000,-7.000000,0.440000,4.000000,-7.000000,0.000000,-1.000000,0.000000
162,0.020000,2.000000,-9.810000,0.000000,0.520000,4.000000,-7.000000,0.480000,4.000000,-7.000000,0.000000,-1.000000,0.000000
163,0.020000,2.000000,-9.810000,0.000000,0.560000,4.000000,-7.000000,0.520000,4.000000,-7.000000,0.000000,-1.000000,0.000000
164,0.020000,2.000000,-9.810000,0.000000,0.600000,4.000000,-7.000000,0.560000,4.000000,-7.000000,0.000000,-1.000000,0.000000
165,0.020000,2.000000,-9.810000,0.000000,0.640000,4.000000,-7.000000,0.600000,4.000000,-7.000000,0.000000,-1.000000,0.000000
166,0.020000,2.000000,-9.810000,0.000000,0.680000,4.000000,-7.000000,0.640000,4.000000,-7.000000,0.000000,-1.000000,0.000000
167,0.020000,2.000000,-9.810000,0.000000,0.720000,4.000000,-7.000000,0.680000,4.000000,-7.000000,0.000000,-1.000000,0.000000
168,0.020000,2.000000,-9.810000,0.000000,0.760000,4.000000,-7.000000,0.720000,4.000000,-7.000000,0.000000,-1.000000,0.000000
169,0.020000,2.000000,-9.810000,0.000000,0.800000,4.000000,-7.000000,0.760000,4.000000,-7.000000,0.000000,-1.000000,0.000000
170,0.020000,2.000000,-9.810000,0.000000,0.840000,4.000000,-7.000000,0.800000,4.000000,-7.000000,0.000000,-1.000000,0.000000
171,0.020000,2.000000,-9.810000,0.000000,0.880000,4.000000,-7.000000,0.840000,4.000000,-7.000000,0.000000,-1.000000,0.000000
172,0.020000,1.999976,-9.810000,0.000000,0.920000,4.000000,-7.000000,0.880000,4.000000,-7.000000,0.000000,-1.000000,0.000000
173,0.020000,2.000000,-9.810000,0.000000,0.960000,4.000000,-7.000000,0.920000,4.000000,-7.000000,0.000000,-1.000000,0.000000
174,0.020000,2.000000,-9.810000,0.000000,1.000000,4.000000,-7.000000,0.960000,4.000000,-7.000000,0.000000,-1.000000,0.000000
175,0.020000,2.000000,-9.810000,0.000000,1.040000,4.000000,-7.000000,1.000000,4.000000,-7.000000,0.000000,-1.000000,0.000000
176,0.020000,2.000006,-9.810000,0.000000,1.080000,4.000000,-7.000000,1.040000,4.000000,-7.000000,0.000000,-1.000000,0.000000
177,0.020000,2.000006,-9.810000,0.000000,1.120000,4.000000,-7.000000,1.080000,4.000000,-7.000000,0.000000,-1.000000,0.000000
178,0.020000,2.000000,-9.810000,0.000000,1.160000,4.000000,-7.000000,1.120000,4.000000,-7.000000,0.000000,-1.000000,0.000000
179,0.020000,2.000000,-9.810000,0.000000,1.200000,4.000000,-7.000000,1.160000,4.000000,-7.000000,0.000000,-1.000000,0.000000
180,0.020000,2.000006,-9.810000,0.000000,1.240000,4.000000,-7.000000,1.200000,4.000000,-7.000000,0.000000,-1.000000,0.000000
181,0.020000,2.000006,-9.810000,0.000000,1.280000,4.000000,-7.000000,1.240000,4.000000,-7.000000,0.000000,-1.000000,0.000000
182,0.020000,2.000000,-9.810000,0.000000,1.320000,4.000000,-7.000000,1.280000,4.000000,-7.000000,0.000000,-1.000000,0.000000
183,0.020000,2.000000,-9.810000,0.000000,1.360000,4.000000,-7.000000,1.320000,4.000000,-7.000000,0.000000,-1.000000,0.000000
184,0.020000,2.000006,-9.810000,0.000000,1.400000,4.000000,-7.000000,1.360000,4.000000,-7.000000,0.000000,-1.000000,0.000000
185,0.020000,1.999982,-9.810000,0.000000,1.440000,4.000000,-7.000000,1.400000,4.000000,-7.000000,0.000000,-1.000000,0.000000
186,0.020000,2.000000,-9.810000,0.000000,1.480000,4.000000,-7.000000,1.440000,4.000000,-7.000000,0.000000,-1.000000,0.000000
187,0.020000,2.000000,-9.810000,0.000000,1.520000,4.000000,-7.000000,1.480000,4.000000,-7.000000,0.000000,-1.000000,0.000000
188,0.020000,2.000000,-9.810000,0.000000,1.560000,4.000000,-7.000000,1.520000,4.000000,-7.000000,0.000000,-1.000000,0.000000
189,0.020000,2.000006,-9.810000,0.000000,1.600000,4.000000,-7.000000,1.560000,4.000000,-7.000000,0.000000,-1.000000,0.000000
