count,delta,accelx,accely,accelz,pos1x,pos1y,pos1z,pos2x,pos2y,pos2z,gforcex,gforcey,gforcez
190,0.020000,2.000000,-9.810000,0.000000,1.640000,4.000000,-7.000000,1.600000,4.000000,-7.000000,0.000000,-1.000000,0.000000
191,0.020000,2.000000,-9.810000,0.000000,1.680000,4.000000,-7.000000,1.640000,4.000000,-7.000000,0.000000,-1.000000,0.000000
192,0.020000,2.000006,-9.810000,0.000000,1.720000,4.000000,-7.000000,1.680000,4.000000,-7.000000,0.000000,-1.000000,0.000000
193,0.020000,2.000000,-9.810000,0.000000,1.760000,4.000000,-7.000000,1.720000,4.000000,-7.000000,0.000000,-1.000000,0.000000
194,0.020000,2.000000,-9.810000,0.000000,1.800000,4.000000,-7.000000,1.760000,4.000000,-7.000000,0.000000,-1.000000,0.000000
195,0.020000,2.000000,-9.810000,0.000000,1.840000,4.000000,-7.000000,1.800000,4.000000,-7.000000,0.000000,-1.000000,0.000000
196,0.020000,2.000006,-9.810000,0.000000,1.880000,4.000000,-7.000000,1.840000,4.000000,-7.000000,0.000000,-1.000000,0.000000
197,0.020000,2.000000,-9.810000,0.000000,1.920000,4.000000,-7.000000,1.880000,4.000000,-7.000000,0.000000,-1.000000,0.000000
198,0.020000,1.999976,-9.810000,0.000000,1.960000,4.000000,-7.000000,1.920000,4.000000,-7.000000,0.000000,-1.000000,0.000000
199,0.020000,2.000006,-9.810000,0.000000,2.000000,4.000000,-7.000000,1.960000,4.000000,-7.000000,0.000000,-1.000000,0.000000
200,0.020000,0.000000,-9.810000,0.000000,2.000000,4.000000,-7.000000,2.000000,4.000000,-7.000000,0.000000,-1.000000,0.000000
201,0.020000,-2.000000,-9.810000,0.000000,1.960000,4.000000,-7.000000,2.000000,4.000000,-7.000000,0.000000,-1.000000,0.000000
202,0.020000,-2.000006,-9.810000,0.000000,1.920000,4.000000,-7.000000,1.960000,4.000000,-7.000000,0.000000,-1.000000,0.000000
203,0.020000,-2.000000,-9.810000,0.000000,1.880000,4.000000,-7.000000,1.920000,4.000000,-7.000000,0.000000,-1.000000,0.000000
204,0.020000,-2.000000,-9.810000,0.000000,1.840000,4.000000,-7.000000,1.880000,4.000000,-7.000000,0.000000,-1.000000,0.000000
205,0.020000,-2.000006,-9.810000,0.000000,1.800000,4.000000,-7.000000,1.840000,4.000000,-7.000000,0.000000,-1.000000,0.000000
206,0.020000,-2.000000,-9.810000,0.000000,1.760000,4.000000,-7.000000,1.800000,4.000000,-7.000000,0.000000,-1.000000,0.000000
207,0.020000,-2.000000,-9.810000,0.000000,1.720000,4.000000,-7.000000,1.760000,4.000000,-7.000000,0.000000,-1.000000,0.000000
208,0.020000,-2.000000,-9.810000,0.000000,1.680000,4.000000,-7.000000,1.720000,4.000000,-7.000000,0.000000,-1.000000,0.000000
209,0.020000,-2.000000,-9.810000,0.000000,1.640000,4.000000,-7.000000,1.680000,4.000000,-7.000000,0.000000,-1.000000,0.000000
210,0.020000,-2.000006,-9.810000,0.000000,1.600000,4.000000,-7.000000,1.640000,4.000000,-7.000000,0.000000,-1.000000,0.000000
211,0.020000,-2.000000,-9.810000,0.000000,1.560000,4.000000,-7.000000,1.600000,4.000000,-7.000000,0.000000,-1.000000,0.000000
212,0.020000,-2.000000,-9.810000,0.000000,1.520000,4.000000,-7.000000,1.560000,4.000000,-7.000000,0.000000,-1.000000,0.000000
213,0.020000,-2.000006,-9.810000,0.000000,1.480000,4.000000,-7.000000,1.520000,4.000000,-7.000000,0.000000,-1.000000,0.000000
214,0.020000,-2.000000,-9.810000,0.000000,1.440000,4.000000,-7.000000,1.480000,4.000000,-7.000000,0.000000,-1.000000,0.000000
215,0.020000,-2.000000,-9.810000,0.000000,1.400000,4.000000,-7.000000,1.440000,4.000000,-7.000000,0.000000,-1.000000,0.000000
216,0.020000,-2.000006,-9.810000,0.000000,1.360000,4.000000,-7.000000,1.400000,4.000000,-7.000000,0.000000,-1.000000,0.000000
217,0.020000,-1.999958,-9.810000,0.000000,1.320000,4.000000,-7.000000,1.360000,4.000000,-7.000000,0.000000,-1.000000,0.000000
218,0.020000,-2.000000,-9.810000,0.000000,1.280000,4.000000,-7.000000,1.320000,4.000000,-7.000000,0.000000,-1.000000,0.000000
219,0.020000,-2.000000,-9.810000,0.000000,1.240000,4.000000,-7.000000,1.280000,4.000000,-7.000000,0.000000,-1.000000,0.000000
220,0.020000,-2.000006,-9.810000,0.000000,1.200000,4.000000,-7.000000,1.240000,4.000000,-7.000000,0.000000,-1.000000,0.000000
221,0.020000,-2.000006,-9.810000,0.000000,1.160000,4.000000,-7.000000,1.200000,4.000000,-7.000000,0.000000,-1.000000,0.000000
222,0.020000,-2.000000,-9.810000,0.000000,1.120000,4.000000,-7.000000,1.160000,4.000000,-7.000000,0.000000,-1.000000,0.000000
223,0.020000,-2.000000,-9.810000,0.000000,1.080000,4.000000,-7.000000,1.120000,4.000000,-7.000000,0.000000,-1.000000,0.000000
224,0.020000,-2.000006,-9.810000,0.000000,1.040000,4.000000,-7.000000,1.080000,4.000000,-7.000000,0.000000,-1.000000,0.000000
225,0.020000,-2.000000,-9.810000,0.000000,1.000000,4.000000,-7.000000,1.040000,4.000000,-7.000000,0.000000,-1.000000,0.000000
226,0.020000,-2.000000,-9.810000,0.000000,0.960000,4.000000,-7.000000,1.000000,4.000000,-7.000000,0.000000,-1.000000,0.000000
227,0.020000,-2.000000,-9.810000,0.000000,0.920000,4.000000,-7.000000,0.960000,4.000000,-7.000000,0.000000,-1.000000,0.000000
228,0.020000,-2.000000,-9.810000,0.000000,0.880000,4.000000,-7.000000,0.920000,4.000000,-7.000000,0.000000,-1.000000,0.000000
229,0.020000,-2.000000,-9.810000,0.000000,0.840000,4.000000,-7.000000,0.880000,4.000000,-7.000000,0.000000,-1.000000,0.000000
230,0.020000,-2.000000,-9.810000,0.000000,0.800000,4.000000,-7.000000,0.840000,4.000000,-7.000000,0.000000,-1.000000,0.000000
231,0.020000,-2.000000,-9.810000,0.000000,0.760000,4.000000,-7.000000,0.800000,4.000000,-7.000000,0.000000,-1.000000,0.000000
232,0.020000,-2.000000,-9.810000,0.000000,0.720000,4.000000,-7.000000,0.760000,4.000000,-7.000000,0.000000,-1.000000,0.000000
233,0.020000,-2.000000,-9.810000,0.000000,0.680000,4.000000,-7.000000,0.720000,4.000000,-7.000000,0.000000,-1.000000,0.000000
234,0.020000,-2.000000,-9.810000,0.000000,0.640000,4.000000,-7.000000,0.680000,4.000000,-7.000000,0.000000,-1.000000,0.000000
235,0.020000,-2.000000,-9.810000,0.000000,0.600000,4.000000,-7.000000,0.640000,4.000000,-7.000000,0.000000,-1.000000,0.000000
236,0.020000,-2.000000,-9.810000,0.000000,0.560000,4.000000,-7.000000,0.600000,4.000000,-7.000000,0.000000,-1.000000,0.000000
237,0.020000,-2.000000,-9.810000,0.000000,0.520000,4.000000,-7.000000,0.560000,4.000000,-7.000000,0.000000,-1.000000,0.000000
238,0.020000,-2.000000,-9.810000,0.000000,0.480000,4.000000,-7.000000,0.520000,4.000000,-7.000000,0.000000,-1.000000,0.000000
239,0.020000,-2.000000,-9.810000,0.000000,0.440000,4.000000,-7.000000,0.480000,4.000000,-7.000000,0.000000,-1.000000,0.000000
240,0.020000,-2.000000,-9.810000,0.000000,0.400001,4.000000,-7.000000,0.440000,4.000000,-7.000000,0.000000,-1.000000,0.000000
241,0.020000,-2.000000,-9.810000,0.000000,0.360001,4.000000,-7.000000,0.400001,4.000000,-7.000000,0.000000,-1.000000,0.000000
242,0.020000,-2.000000,-9.810000,0.000000,0.320001,4.000000,-7.000000,0.360001,4.000000,-7.000000,0.000000,-1.000000,0.000000
243,0.020000,-1.999952,-9.810000,0.000000,0.280001,4.000000,-7.000000,0.320001,4.000000,-7.000000,0.000000,-1.000000,0.000000
244,0.020000,-2.000000,-9.810000,0.000000,0.240001,4.000000,-7.000000,0.280001,4.000000,-7.000000,0.000000,-1.000000,0.000000
245,0.020000,-2.000000,-9.810000,0.000000,0.200001,4.000000,-7.000000,0.240001,4.000000,-7.000000,0.000000,-1.000000,0.000000
246,0.020000,-2.000000,-9.810000,0.000000,0.160001,4.000000,-7.000000,0.200001,4.000000,-7.000000,0.000000,-1.000000,0.000000
247,0.020000,-2.000000,-9.810000,0.000000,0.120001,4.000000,-7.000000,0.160001,4.000000,-7.000000,0.000000,-1.000000,0.000000
248,0.020000,-2.000000,-9.810000,0.000000,0.080001,4.000000,-7.000000,0.120001,4.000000,-7.000000,0.000000,-1.000000,0.000000
249,0.020000,-2.000000,-9.810000,0.000000,0.040001,4.000000,-7.000000,0.080001,4.000000,-7.000000,0.000000,-1.000000,0.000000
250,0.020000,-2.000000,-9.810000,0.000000,0.000001,4.000000,-7.000000,0.040001,4.000000,-7.000000,0.000000,-1.000000,0.000000
251,0.020000,-2.000006,-9.810000,0.000000,-0.039999,4.000000,-7.000000,0.000001,4.000000,-7.000000,0.000000,-1.000000,0.000000
252,0.020000,-2.000000,-9.810000,0.000000,-0.079999,4.000000,-7.000000,-0.039999,4.000000,-7.000000,0.000000,-1.000000,0.000000
253,0.020000,-2.000000,-9.810000,0.000000,-0.119999,4.000000,-7.000000,-0.079999,4.000000,-7.000000,0.000000,-1.000000,0.000000
254,0.020000,-2.000000,-9.810000,0.000000,-0.159999,4.000000,-7.000000,-0.119999,4.000000,-7.000000,0.000000,-1.000000,0.000000
255,0.020000,-2.000000,-9.810000,0.000000,-0.199999,4.000000,-7.000000,-0.159999,4.000000,-7.000000,0.000000,-1.000000,0.000000
256,0.020000,-2.000000,-9.810000,0.000000,-0.239999,4.000000,-7.000000,-0.199999,4.000000,-7.000000,0.000000,-1.000000,0.000000
257,0.020000,-2.000000,-9.810000,0.000000,-0.279999,4.000000,-7.000000,-0.239999,4.000000,-7.000000,0.000000,-1.000000,0.000000
258,0.020000,-2.000000,-9.810000,0.000000,-0.319999,4.000000,-7.000000,-0.279999,4.000000,-7.000000,0.000000,-1.000000,0.000000
259,0.020000,-2.000000,-9.810000,0.000000,-0.359999,4.000000,-7.000000,-0.319999,4.000000,-7.000000,0.000000,-1.000000,0.000000
260,0.020000,-2.000000,-9.810000,0.000000,-0.399999,4.000000,-7.000000,-0.359999,4.000000,-7.000000,0.000000,-1.000000,0.000000
261,0.020000,-2.000000,-9.810000,0.000000,-0.439999,4.000000,-7.000000,-0.399999,4.000000,-7.000000,0.000000,-1.000000,0.000000
262,0.020000,-2.000000,-9.810000,0.000000,-0.479999,4.000000,-7.000000,-0.439999,4.000000,-7.000000,0.000000,-1.000000,0.000000
263,0.020000,-2.000000,-9.810000,0.000000,-0.519999,4.000000,-7.000000,-0.479999,4.000000,-7.000000,0.000000,-1.000000,0.000000
264,0.020000,-2.000000,-9.810000,0.000000,-0.559999,4.000000,-7.000000,-0.519999,4.000000,-7.000000,0.000000,-1.000000,0.000000
265,0.020000,-2.000000,-9.810000,0.000000,-0.599999,4.000000,-7.000000,-0.559999,4.000000,-7.000000,0.000000,-1.000000,0.000000
266,0.020000,-2.000000,-9.810000,0.000000,-0.639999,4.000000,-7.000000,-0.599999,4.000000,-7.000000,0.000000,-1.000000,0.000000
267,0.020000,-2.000000,-9.810000,0.000000,-0.679999,4.000000,-7.000000,-0.639999,4.000000,-7.000000,0.000000,-1.000000,0.000000
268,0.020000,-1.999952,-9.810000,0.000000,-0.719999,4.000000,-7.000000,-0.679999,4.000000,-7.000000,0.000000,-1.000000,0.000000
269,0.020000,-2.000000,-9.810000,0.000000,-0.759999,4.000000,-7.000000,-0.719999,4.000000,-7.000000,0.000000,-1.000000,0.000000
270,0.020000,-2.000000,-9.810000,0.000000,-0.799999,4.000000,-7.000000,-0.759999,4.000000,-7.000000,0.000000,-1.000000,0.000000
271,0.020000,-2.000000,-9.810000,0.000000,-0.839999,4.000000,-7.000000,-0.799999,4.000000,-7.000000,0.000000,-1.000000,0.000000
272,0.020000,-2.000000,-9.810000,0.000000,-0.879998,4.000000,-7.000000,-0.839999,4.000000,-7.000000,0.000000,-1.000000,0.000000
273,0.020000,-2.000000,-9.810000,0.000000,-0.919998,4.000000,-7.000000,-0.879998,4.000000,-7.000000,0.000000,-1.000000,0.000000
274,0.020000,-2.000000,-9.810000,0.000000,-0.959998,4.000000,-7.000000,-0.919998,4.000000,-7.000000,0.000000,-1.000000,0.000000
275,0.020000,-2.000000,-9.810000,0.000000,-0.999998,4.000000,-7.000000,-0.959998,4.000000,-7.000000,0.000000,-1.000000,0.000000
276,0.020000,-2.000000,-9.810000,0.000000,-1.039998,4.000000,-7.000000,-0.999998,4.000000,-7.000000,0.000000,-1.000000,0.000000
277,0.020000,-2.000000,-9.810000,0.000000,-1.079998,4.000000,-7.000000,-1.039998,4.000000,-7.000000,0.000000,-1.000000,0.000000
278,0.020000,-2.000000,-9.810000,0.000000,-1.119998,4.000000,-7.000000,-1.079998,4.000000,-7.000000,0.000000,-1.000000,0.000000
279,0.020000,-2.000000,-9.810000,0.000000,-1.159998,4.000000,-7.000000,-1.119998,4.000000,-7.000000,0.000000,-1.000000,0.000000
280,0.020000,-2.000000,-9.810000,0.000000,-1.199998,4.000000,-7.000000,-1.159998,4.000000,-7.000000,0.000000,-1.000000,0.000000
281,0.020000,-2.000000,-9.810000,0.000000,-1.239998,4.000000,-7.000000,-1.199998,4.000000,-7.000000,0.000000,-1.000000,0.000000
282,0.020000,-2.000000,-9.810000,0.000000,-1.279998,4.000000,-7.000000,-1.239998,4.000000,-7.000000,0.000000,-1.000000,0.000000
283,0.020000,-2.000000,-9.810000,0.000000,-1.319998,4.000000,-7.000000,-1.279998,4.000000,-7.000000,0.000000,-1.000000,0.000000
284,0.020000,-2.000000,-9.810000,0.000000,-1.359998,4.000000,-7.000000,-1.319998,4.000000,-7.000000,0.000000,-1.000000,0.000000
285,0.020000,-2.000000,-9.810000,0.000000,-1.399998,4.000000,-7.000000,-1.359998,4.000000,-7.000000,0.000000,-1.000000,0.000000
286,0.020000,-2.000000,-9.810000,0.000000,-1.439998,4.000000,-7.000000,-1.399998,4.000000,-7.000000,0.000000,-1.000000,0.000000
287,0.020000,-2.000000,-9.810000,0.000000,-1.479998,4.000000,-7.000000,-1.439998,4.000000,-7.000000,0.000000,-1.000000,0.000000
288,0.020000,-2.000000,-9.810000,0.000000,-1.519998,4.000000,-7.000000,-1.479998,4.000000,-7.000000,0.000000,-1.000000,0.000000
289,0.020000,-2.000000,-9.810000,0.000000,-1.559998,4.000000,-7.000000,-1.519998,4.000000,-7.000000,0.000000,-1.000000,0.000000
290,0.020000,-2.000000,-9.810000,0.000000,-1.599998,4.000000,-7.000000,-1.559998,4.000000,-7.000000,0.000000,-1.000000,0.000000
291,0.020000,-2.000000,-9.810000,0.000000,-1.639998,4.000000,-7.000000,-1.599998,4.000000,-7.000000,0.000000,-1.000000,0.000000
292,0.020000,-2.000000,-9.810000,0.000000,-1.679998,4.000000,-7.000000,-1.639998,4.000000,-7.000000,0.000000,-1.000000,0.000000
293,0.020000,-2.000000,-9.810000,0.000000,-1.719998,4.000000,-7.000000,-1.679998,4.000000,-7.000000,0.000000,-1.000000,0.000000
294,0.020000,-1.999952,-9.810000,0.000000,-1.759998,4.000000,-7.000000,-1.719998,4.000000,-7.000000,0.000000,-1.000000,0.000000
295,0.020000,-2.000000,-9.810000,0.000000,-1.799998,4.000000,-7.000000,-1.759998,4.000000,-7.000000,0.000000,-1.000000,0.000000
296,0.020000,-2.000000,-9.810000,0.000000,-1.839998,4.000000,-7.000000,-1.799998,4.000000,-7.000000,0.000000,-1.000000,0.000000
297,0.020000,-2.000000,-9.810000,0.000000,-1.879997,4.000000,-7.000000,-1.839998,4.000000,-7.000000,0.000000,-1.000000,0.000000
298,0.020000,-2.000000,-9.810000,0.000000,-1.919997,4.000000,-7.000000,-1.879997,4.000000,-7.000000,0.000000,-1.000000,0.000000
299,0.020000,-2.000000,-9.810000,0.000000,-1.959997,4.000000,-7.000000,-1.919997,4.000000,-7.000000,0.000000,-1.000000,0.000000
