timestamp,count,delta,pos1x,pos1y,pos1z,pos2x,pos2y,pos2z,movementType,indexedLabel,velocity,velocity_0,velocity_1,velocity_2,V_t-1,acceleration,acceleration_0,acceleration_1,acceleration_2,x,y,z
2020-06-17 00:00:00.000000000,183.98,0.020003999999999997,-0.0842842,0.0903275,-0.6854627000000001,-0.0842778,0.09032540000000001,-0.6854488000000001,Transition,0,"[-0.0003199360127976218, 0.00010497900419871017, -0.0006948610277949974]",-0.0003199360127976218,0.00010497900419871017,-0.0006948610277949974,"[-0.0003199360127976218, 0.00010497900419871017, -0.0006948610277949974]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0
2020-06-17 00:00:00.029345794,184.0,0.020003999999999997,-0.08559069999999999,0.0903761,-0.6818001,-0.0842842,0.0903275,-0.6854627000000001,Walking,1,"[-0.06531193761247693, 0.0024295140971803578, 0.18309338132373884]",-0.06531193761247693,0.0024295140971803578,0.18309338132373884,"[-0.0003199360127976218, 0.00010497900419871017, -0.0006948610277949974]","[-3.248950289925981, 0.11620351394629314, 9.187574602656163]",-3.248950289925981,0.11620351394629314,9.187574602656163,-3.248950289925981,0.11620351394629314,9.187574602656163
2020-06-17 00:00:00.058691588,184.02,0.019989,-0.08738989999999999,0.0905831,-0.6774099,-0.08559069999999999,0.0903761,-0.6818001,Walking,1,"[-0.09000950522787537, 0.010355695632597871, 0.2196307969383166]",-0.09000950522787537,0.010355695632597871,0.2196307969383166,"[-0.06531193761247693, 0.0024295140971803578, 0.18309338132373884]","[-1.2355579376356218, 0.3965271667125676, 1.8278761125908134]",-1.2355579376356218,0.3965271667125676,1.8278761125908134,-1.2355579376356218,0.3965271667125676,1.8278761125908134
2020-06-17 00:00:00.088037383,184.04,0.020003999999999997,-0.0892077,0.0909785,-0.6721446,-0.08738989999999999,0.0905831,-0.6774099,Walking,1,"[-0.09087182563487345, 0.01976604679064208, 0.26321235752849576]",-0.09087182563487345,0.01976604679064208,0.26321235752849576,"[-0.09000950522787537, 0.010355695632597871, 0.2196307969383166]","[-0.043107398870129675, 0.4704234732075689, 2.1786423010487477]",-0.043107398870129675,0.4704234732075689,2.1786423010487477,-0.043107398870129675,0.4704234732075689,2.1786423010487477
2020-06-17 00:00:00.117383177,184.06,0.020003999999999997,-0.0909656,0.0915539,-0.6661021,-0.0892077,0.0909785,-0.6721446,Walking,1,"[-0.08787742451509663, 0.02876424715056938, 0.30206458708258105]",-0.08787742451509663,0.02876424715056938,0.30206458708258105,"[-0.09087182563487345, 0.01976604679064208, 0.26321235752849576]","[0.14969011796524803, 0.449820053985568, 1.9422230330976453]",0.14969011796524803,0.449820053985568,1.9422230330976453,0.14969011796524803,0.449820053985568,1.9422230330976453
2020-06-17 00:00:00.146728971,184.08,0.020003999999999997,-0.0925495,0.09232739999999999,-0.6593096,-0.0909656,0.0915539,-0.6661021,Walking,1,"[-0.07917916416716723, 0.03866726654669049, 0.33955708858228256]",-0.07917916416716723,0.03866726654669049,0.33955708858228256,"[-0.08787742451509663, 0.02876424715056938, 0.30206458708258105]","[0.4348260521860325, 0.49505195941417274, 1.8742502249400879]",0.4348260521860325,0.49505195941417274,1.8742502249400879,0.4348260521860325,0.49505195941417274,1.8742502249400879
2020-06-17 00:00:00.176074766,184.1,0.019989,-0.09389860000000001,0.0931428,-0.6519896000000001,-0.0925495,0.09232739999999999,-0.6593096,Walking,1,"[-0.0674921206663668, 0.04079243583971223, 0.36620141077592644]",-0.0674921206663668,0.04079243583971223,0.36620141077592644,"[-0.07917916416716723, 0.03866726654669049, 0.33955708858228256]","[0.5846737456001019, 0.10631693896751923, 1.3329492317596616]",0.5846737456001019,0.10631693896751923,1.3329492317596616,0.5846737456001019,0.10631693896751923,1.3329492317596616
2020-06-17 00:00:00.205420560,184.12,0.020003999999999997,-0.09493299999999999,0.0940664,-0.6442208,-0.09389860000000001,0.0931428,-0.6519896000000001,Walking,1,"[-0.05170965806838518, 0.04617076584683047, 0.3883623275344942]",-0.05170965806838518,0.04617076584683047,0.3883623275344942,"[-0.0674921206663668, 0.04079243583971223, 0.36620141077592644]","[0.7889653368317148, 0.2688627278103498, 1.1078242730737724]",0.7889653368317148,0.2688627278103498,1.1078242730737724,0.7889653368317148,0.2688627278103498,1.1078242730737724
2020-06-17 00:00:00.234766355,184.14,0.020003999999999997,-0.09562430000000001,0.0948822,-0.6362278,-0.09493299999999999,0.0940664,-0.6442208,Walking,1,"[-0.03455808838232452, 0.040781843631274024, 0.39957008598280486]",-0.03455808838232452,0.040781843631274024,0.39957008598280486,"[-0.05170965806838518, 0.04617076584683047, 0.3883623275344942]","[0.8574070029024525, -0.269392232331356, 0.5602758672420856]",0.8574070029024525,-0.269392232331356,0.5602758672420856,0.8574070029024525,-0.269392232331356,0.5602758672420856
2020-06-17 00:00:00.264112149,184.16,0.019989,-0.0960463,0.0954463,-0.6281565,-0.09562430000000001,0.0948822,-0.6362278,Walking,1,"[-0.021111611386262035, 0.028220521286707587, 0.40378708289559273]",-0.021111611386262035,0.028220521286707587,0.40378708289559273,"[-0.03455808838232452, 0.040781843631274024, 0.39957008598280486]","[0.6726938314104, -0.62841174368735, 0.21096587687167312]",0.6726938314104,-0.62841174368735,0.21096587687167312,0.6726938314104,-0.62841174368735,0.21096587687167312
